Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2 
67,0.8684017211198807,2289,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago South Chicago,3039 E. 91st St. ,60617,7219100,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Sherry Ceroomes ,,,,,,,b'3296',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - south chicago ymca',b'3039 e 91st st',b'60617',b'7219100',b'',b'child care',b'half day/full day',b'',b'',b'south chicago',b'ymca of metropolitan chicago',b'south chicago',b'',b'',b'',b'',b'sherry ceroomes',b'yes',b'no',b'yes',"b'2694it(child care it center), 7095ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'sherry ceroomes',b'',b'',b'',b'',b'',b'child care'
128,0.7627005775769552,2290,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago South Side,6330 S. Stony Island ,60637,7739470,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Bobbie Dickens ,,,,,,,b'1296',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - south side ymca',b'6330 s stony island',b'60637',b'9470700',b'',b'child care',b'half day/full day',b'',b'',b'woodlawn',b'ymca of metropolitan chicago',b'woodlawn',b'',b'',b'',b'',b'bobbie dickens',b'yes',b'yes',b'yes',"b'2695it(child care it center), 7144ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'bobbie dickens',b'',b'11/30/14',b'282881',b'bdickens@ymcachicago.org',b'',b'child care'
641,0.8808357119560242,2291,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,LaVonna Loving,,,,,,,b'1200',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago wabash',b'3763 s wabash ave',b'60653',b'2850020',b'',b'school age',b'part day/full day',b'',b'',b'',b'ymca of metropolitan chicago',b'douglas',b'',b'',b'',b'',b'lavonna loving',b'no',b'no',b'yes',b'2133sa(school age (sa))',b'www.ymcachicago.org',b'dorothy cole-gary',b'lavonna loving',b'',b'',b'',b'',b'',b'child care'
214,0.8851107656955719,2292,ECE Chicago Find a School scrape.csv, A-Karrasel Nursery Sch,3030 N. Kedzie ,60618,4636151,,,,,,Avondale,,,,,,,,,,,,,CP,,,,,,,,b'322',b'cps_early_childhood_portal_scrape.csv',b'a karrasel nursery school & kindergarten',b'3030 n. kedzie',b'60618',b'4636151',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'avondale',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
426,0.8559054,2293,ECE Chicago Find a School scrape.csv, Addams,10810 Ave. H ,60617,5356210,,,,,,East Side,,,,,,,,,,,,,PFA-REG,,,,,,,,b'922',b'cps_early_childhood_portal_scrape.csv',b'addams',b'10810 s. ave. h',b'60617',b'5356210',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'east side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
493,0.9667882919311523,2294,ECE Chicago Find a School scrape.csv, Agassiz(Blended),2851 N. Seminary ,60657,5345725,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,,b'2294',b'cps_early_childhood_portal_scrape.csv',b'agassiz',b'2851 n. seminary',b'60657',b'5345725',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'lake view',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
493,0.9667882919311523,2295,ECE Chicago Find a School scrape.csv, Agassiz(Blended),2851 N. Seminary ,60657,5345725,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,,b'2294',b'cps_early_childhood_portal_scrape.csv',b'agassiz',b'2851 n. seminary',b'60657',b'5345725',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'lake view',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
76,0.7972562536597252,2296,ECE Chicago Find a School scrape.csv, Albany Park Comm Ctr,3401 W. Ainslie ,60625,5095657,,,,,,Albany Park,,,,,,,,,,,,,CP,,,,,,,,b'1268',b'cps_early_childhood_portal_scrape.csv',b'albany park community center',b'3401 w ainslie',b'60625',b'5395907',b'',b'child care',b'part day/full day',b'',b'',b'albany park',b'albany park community center',b'albany park',b'',b'',b'',b'',b'john dejulio',b'no',b'no',b'no',"b'2502ps(child care ps center & state pre-k), 2502sa(school ag'",b'www.apcc-chgo.org',b'harold rice',b'john dejulio',b'',b'09/30/12',b'415663',b'wthompson@apcc-chgo.org',b'',b'child care'
755,0.8567968,2297,ECE Chicago Find a School scrape.csv, Albany Park Comm Ctr. East,5101 N. Kimball ,60625,5835111,,,,,,North Park,,,,,,,,,,,,,CP,,,,,,,,b'2297',b'ece chicago find a school scrape.csv',b'albany park comm ctr. east',b'5101 n. kimball',b'60625',b'5835111',b'',b'',b'',b'',b'',b'north park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'http://www.apcc-chgo.org',b'cp',b'',b'',b'12/31/12',b'486881',b'',b'',b''
640,0.7707864046096802,2298,ECE Chicago Find a School scrape.csv, Alcott,2625 N. Orchard ,60614,5345460,,,,,,Lincoln Park,,,,,,,,,,,,,TB,,,,,,,,b'1189',b'cps_early_childhood_portal_scrape.csv',b'alcott',b'2625 n. orchard',b'60614',b'5345460',b'',b'school age',b'part day/full day',b'',b'',b'lincoln park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'tb',b'',b'',b'',b'',b'',b'',b''
385,0.5464774966239929,2299,ECE Chicago Find a School scrape.csv, Aldridge,630 E. 131St St. ,60627,5355614,,,,,,Riverdale,,,,,,,,,,,,,HS-FD,,,,,,,,b'1468',b'dfss_agencysitelies_2012.csv',b'aldridge',b'630 e. 131st st.',b'60827',b'5355614',b'',b'head start',b'5-6 hours',b'',b'',b'riverdale',b'chicago public schools',b'riverdale',b'',b'',b'',b'',b'mr. vincent payne',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mr. vincent payne',b'',b'',b'',b'',b'',b''
676,0.8941471874713898,2300,ECE Chicago Find a School scrape.csv, Altgeld,7007 S. Loomis ,60636,5353250,,,,,,West Englewood,,,,,,,,,,,,,HS-HD,,,,,,,,b'1469',b'dfss_agencysitelies_2012.csv',"b'chicago public schools altgeld, john p.'",b'7007 s. loomis',b'60636',b'5353250',b'',b'',b'',b'',b'',b'west englewood',b'chicago public schools',b'west englewood',b'',b'',b'',b'',b'mrs. vera williams-willis',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'gloria davis',b'',b'',b'',b'',b'',b''
178,0.8971045911312103,2301,ECE Chicago Find a School scrape.csv, Ariel Comm,1119 E. 46th St. ,60653,5351996,,,,,,Kenwood,,,,,,,,,,,,,PFA-REG,,,,,,,,b'229',b'cps_early_childhood_portal_scrape.csv',b'ariel comm',b'1119 e. 46th st.',b'60653',b'5351996',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'kenwood',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
1053,,2302,ECE Chicago Find a School scrape.csv, Armour,950 W. 33rd Place ,60608,5354530,,,,,,Bridgeport,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,0.9662424,2303,ECE Chicago Find a School scrape.csv, Armstrong,2110 W. Greenleaf ,60645,5342150,,,,,,West Ridge,,,,,,,,,,,,,PFA-REG,,,,,,,,b'969',b'cps_early_childhood_portal_scrape.csv',"b'armstrong , g.'",b'2110 w. greenleaf',b'60645',b'5342150',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'west ridge',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
613,0.8867352,2304,ECE Chicago Find a School scrape.csv, Ashburn School,8300 S. St. Louis ,60652,5357860,,,,,,Ashburn,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1136',b'cps_early_childhood_portal_scrape.csv',b'ashburn school',b'8300 s. st louis ave.',b'60652',b'5357860',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'ashburn',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
1054,,2305,ECE Chicago Find a School scrape.csv, Attucks,5055 S. State St. ,60609,5351270,,,,,,Douglas,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,0.968721071879069,2306,ECE Chicago Find a School scrape.csv, Audubon,3500 N. Hoyne ,60618,5345470,,,,,,North Center,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'1322',b'cps_early_childhood_portal_scrape.csv',b'audubon',b'3500 n. hoyne',b'60618',b'5345470',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'north center',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg ts',b'',b'',b'',b'',b'',b'',b''
511,0.968721071879069,2307,ECE Chicago Find a School scrape.csv, Audubon,3500 N. Hoyne ,60618,5345470,,,,,,North Center,,,,,,,,,,,,,TB,,,,,,,,b'1322',b'cps_early_childhood_portal_scrape.csv',b'audubon',b'3500 n. hoyne',b'60618',b'5345470',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'north center',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg ts',b'',b'',b'',b'',b'',b'',b''
609,0.96817446,2308,ECE Chicago Find a School scrape.csv, Avalon Park,8045 S. Kenwood ,60619,5356615,,,,,,Avalon Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1131',b'cps_early_childhood_portal_scrape.csv',b'avalon park',b'8045 s. kenwood',b'60619',b'5356615',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'avalon park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
494,0.96817446,2309,ECE Chicago Find a School scrape.csv, Avondale,2945 N. Sawyer ,60618,5345244,,,,,,Avondale,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'1004',b'cps_early_childhood_portal_scrape.csv',b'avondale',b'2945 n. sawyer',b'60618',b'5345244',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'avondale',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg ts',b'',b'',b'',b'',b'',b'',b''
64,0.5842497825622559,2310,ECE Chicago Find a School scrape.csv, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,,,,,,South Lawndale,,,,,,,,,,,,,CP,,,,,,,,b'93',b'cps_early_childhood_portal_scrape.csv',b'boys and girls clubs of chicago - r.e. woods',b'2950 w 25th st',b'60623',b'8475172',b'',b'child care',b'extended day',b'',b'',b'south lawndale',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
756,0.76596636,2311,ECE Chicago Find a School scrape.csv, B & G Ida Mae Fletcher,3140 W Ogden ,60623,8475172,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,,b'2311',b'ece chicago find a school scrape.csv',b'b & g ida mae fletcher',b'3140 w ogden',b'60623',b'8475172',b'',b'',b'',b'',b'',b'north lawndale',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
757,0.7625515,2312,ECE Chicago Find a School scrape.csv, B & G James Jordan,2102 W. Monroe ,60612,4324294,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,,b'2312',b'ece chicago find a school scrape.csv',b'b & g james jordan',b'2102 w. monroe',b'60612',b'4324294',b'',b'',b'',b'',b'',b'near west side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
126,0.748125821352005,2313,ECE Chicago Find a School scrape.csv, B & G John Yancey,6245 S. Wabash ,60637,3634733,,,,,,Washington Park,,,,,,,,,,,,,CP,,,,,,,,b'806',b'cps_early_childhood_portal_scrape.csv',b'boys & girls clubs of chicago - yancey',b'6245 s wabash avenue',b'60637',b'3634733',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'washington park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
590,0.96307504,2314,ECE Chicago Find a School scrape.csv, Banneker,6656 S. Normal ,60621,5353020,,,,,,Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1111',b'cps_early_childhood_portal_scrape.csv',b'banneker',b'6656 s. normal blvd.',b'60621',b'5353020',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'englewood',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
423,0.96817446,2315,ECE Chicago Find a School scrape.csv, Barnard,10354 S. Charles St. ,60643,5352625,,,,,,Beverly,,,,,,,,,,,,,PFA-REG,,,,,,,,b'918',b'cps_early_childhood_portal_scrape.csv',b'barnard',b'10354 s. charles st.',b'60643',b'5352625',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'beverly',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
1055,,2316,ECE Chicago Find a School scrape.csv, Barry,4634 W. Diversey ,60641,5343455,,,,,,Hermosa,,,,,,,,,,,,,PFA-REG TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,0.9415440112352371,2317,ECE Chicago Find a School scrape.csv, Barton,7650 S. Wolcott Ave. ,60620,5353260,,,,,,Auburn Gresham,,,,,,,,,,,,,HS-FD,,,,,,,,b'1471',b'cps_early_childhood_portal_scrape.csv',b'barton',b'7650 s. wolcott ave.',b'60620',b'5353260',b'',b'head start',b'5-6 hours',b'',b'',b'auburn gresham',b'chicago public schools',b'auburn gresham',b'',b'',b'',b'',b'mr. terrence carter',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mr. frank gettridge',b'',b'',b'',b'',b'',b''
432,0.96817446,2318,ECE Chicago Find a School scrape.csv, Bass,1140 W. 66th St. ,60621,5353275,,,,,,Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,b'929',b'cps_early_childhood_portal_scrape.csv',b'bass',b'1140 w. 66th st.',b'60621',b'5353275',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'englewood',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
360,0.9681744575500488,2319,ECE Chicago Find a School scrape.csv, Bateman,4220 N. Richmond ,60618,5345055,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'733',b'cps_early_childhood_portal_scrape.csv',b'bateman',b'4220 n. richmond',b'60618',b'5345055',b'',b'head start',b'3-4 hours',b'',b'',b'irving park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
583,0.95487225,2320,ECE Chicago Find a School scrape.csv, Beard,6445 W. Strong ,60656,5341228,,,,,,Norwood Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1102',b'cps_early_childhood_portal_scrape.csv',b'beard',b'6445 w. strong',b'60656',b'5341230',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'norwood park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
758,0.8820603,2321,ECE Chicago Find a School scrape.csv, Beasley,5255 S. State St ,60609,5351230,,,,,,Washington Park,,,,,,,,,,,,,CPC-FD,,,,,,,,b'2321',b'ece chicago find a school scrape.csv',b'beasley',b'5255 s. state st',b'60609',b'5351230',b'',b'',b'',b'',b'',b'washington park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cpc-fd',b'',b'',b'',b'',b'',b'',b'child parent center'
552,0.96817446,2322,ECE Chicago Find a School scrape.csv, Beaubien,5025 N. Laramie ,60630,5343500,,,,,,Jefferson Park,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'1069',b'cps_early_childhood_portal_scrape.csv',b'beaubien',b'5025 n. laramie',b'60630',b'5343500',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'jefferson park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg ts',b'',b'',b'',b'',b'',b'',b''
364,0.7273145,2323,ECE Chicago Find a School scrape.csv, Beethoven,4421 S. State St. ,60609,5351480,,,,,,Fuller Park,,,,,,,,,,,,,HS-FD,,,,,,,,b'744',b'cps_early_childhood_portal_scrape.csv',b'mccorkle',b'4421 s. state st.',b'60609',b'5351793',b'',b'head start',b'5-6 hours',b'',b'',b'fuller park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'hs-fd',b'',b'',b'',b'',b'',b'',b''
341,0.9256548086802164,2324,ECE Chicago Find a School scrape.csv, Beidler,3151 W. Walnut ,60612,5346811,,,,,,East Garfield Park,,,,,,,,,,,,,HS-HD,,,,,,,,b'1473',b'dfss_agencysitelies_2012.csv',b'beidler',b'3151 w. walnut',b'60612',b'5346811',b'',b'head start',b'5-6 hours',b'',b'',b'east garfield park',b'chicago public schools',b'east garfield park',b'',b'',b'',b'',b'ms. shirley ewings',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mr charles anderson',b'',b'',b'',b'',b'',b''
1056,,2325,ECE Chicago Find a School scrape.csv, Belding,4207 W. Irving Park ,60641,5343590,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,0.96817446,2326,ECE Chicago Find a School scrape.csv, Belding,4257 N. Tripp ,60641,5343590,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1046',b'cps_early_childhood_portal_scrape.csv',b'belding',b'4257 n. tripp',b'60641',b'5343590',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'irving park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
575,0.9625842273235321,2327,ECE Chicago Find a School scrape.csv, Belmont-Cragin,6041 W. Diversey  ,60639,5343318,,,,,,Belmont Cragin,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'2874',b'ece chicago find a school scrape.csv',b'belmont-cragin',b'6041 w. diversey',b'60639',b'5343318',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'belmont cragin',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg ts',b'',b'',b'08/01/16',b'723729',b'mmoya-leanga@cps.edu',b'',b''
421,0.96817446,2328,ECE Chicago Find a School scrape.csv, Bennett,10115 S. Prairie ,60628,5355460,,,,,,Roseland,,,,,,,,,,,,,PFA-REG,,,,,,,,b'915',b'cps_early_childhood_portal_scrape.csv',b'bennett',b'10115 s. prairie',b'60628',b'5355460',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'roseland',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
10,0.8539932072162628,2329,ECE Chicago Find a School scrape.csv, Bethel New Life,1120 N. Lamon ,60651,6267760,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,,b'17',b'cps_early_childhood_portal_scrape.csv',b'bethel new life',b'1120 n lamon',b'60651',b'6267760',b'',b'child care',b'half day/full day',b'',b'',b'austin',b'mary crane league',b'austin',b'',b'',b'',b'',b'',b'yes',b'yes',b'yes',"b'4372it(child care it center), 4372ps(child care ps center),'",b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
340,0.96817446,2330,ECE Chicago Find a School scrape.csv, Bethune,3030 W. Arthington ,60612,5346890,,,,,,East Garfield Park,,,,,,,,,,,,,HS-HD,,,,,,,,b'685',b'cps_early_childhood_portal_scrape.csv',b'bethune',b'3030 w. arthington',b'60612',b'5346890',b'',b'head start',b'5-6 hours',b'',b'',b'east garfield park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b''
444,0.968721071879069,2331,ECE Chicago Find a School scrape.csv, Blaine,1420 W. Grace ,60613,5345750,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,,b'2331',b'cps_early_childhood_portal_scrape.csv',b'blaine',b'1420 w. grace',b'60613',b'5345750',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'lake view',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'tb',b'',b'',b'',b'',b'',b'',b''
444,0.968721071879069,2332,ECE Chicago Find a School scrape.csv, Blaine,1420 W. Grace ,60613,5345750,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,,b'2331',b'cps_early_childhood_portal_scrape.csv',b'blaine',b'1420 w. grace',b'60613',b'5345750',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'lake view',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'tb',b'',b'',b'',b'',b'',b'',b''
393,0.9202969074249268,2333,ECE Chicago Find a School scrape.csv, Bond,7050 S. May ,60621,5353480,,,,,,Englewood,,,,,,,,,,,,,HS-HD,,,,,,,,b'830',b'dfss_agencysitelies_2012.csv',b'bond',b'7050 s. may',b'60621',b'5353480',b'',b'head start',b'5-6 hours',b'',b'chicago public schools',b'englewood',b'chicago public schools',b'englewood',b'',b'',b'',b'',b'mr. alfonso carington',b'yes',b'no',b'no',b'paula cottone',b'ms. valesta cobbs',b'hs-hd',b'',b'',b'',b'',b'',b'',b''
437,0.86685103,2334,ECE Chicago Find a School scrape.csv, Bontemps,1241 W. 58th St ,60636,5359175,,,,,,West Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,b'934',b'cps_early_childhood_portal_scrape.csv',b'bontemps',b'1241 west 58th st',b'60636',b'5359175',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'west englewood',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
592,0.96817446,2335,ECE Chicago Find a School scrape.csv, Boone,6710 N. Washtenaw ,60645,5342160,,,,,,West Ridge,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'1113',b'cps_early_childhood_portal_scrape.csv',b'boone',b'6710 n. washtenaw',b'60645',b'5342160',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'west ridge',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg ts',b'',b'',b'',b'',b'',b'',b''
1057,,2336,ECE Chicago Find a School scrape.csv, Bouchet,7355 S. Jefferey Blvd. ,60649,5350501,,,,,,South Shore,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,0.9681744575500488,2337,ECE Chicago Find a School scrape.csv, Bradwell,7736 S. Burnhan ,60649,5356600,,,,,,South Shore,,,,,,,,,,,,,HS-HD,,,,,,,,b'851',b'cps_early_childhood_portal_scrape.csv',b'bradwell',b'7736 s. burnhan',b'60649',b'5356600',b'',b'head start',b'3-4 hours',b'',b'',b'south shore',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'hs-hd',b'',b'',b'',b'',b'',b'',b''
529,0.96817446,2338,ECE Chicago Find a School scrape.csv, Brennemann,4251 N. Clarendon ,60613,5345766,,,,,,Uptown,,,,,,,,,,,,,PFA-REG,,,,,,,,b'1045',b'cps_early_childhood_portal_scrape.csv',b'brennemann',b'4251 n. clarendon',b'60613',b'5345766',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'uptown',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
